"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","specExpensesSubject","costAmount","specExpensesMovableSubject","specExpensesRealtySubject","dnt_specExpenses_encoded","specExpensesOtherMovableSubject","type","specExpensesAssetsSubject","iteration","specExpensesOtherRealtySubject","specExpensesOtherSubject","specExpenses","dnt_costAmount_hidden","specOtherExpenses","object_id","person","costsAmount","country","declarant","subjectRelation"
"Валентиров Сергій Васильович","Верховна Рада України","Народний депутат України","nacp_867c6595-7262-4b74-a6c1-f428c5033e04","Валентиров","TRUE","Васильович",2018-04-04,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_867c6595-7262-4b74-a6c1-f428c5033e04","Сергій","Рухоме майно",0,"Грошові кошти","","other","","2","","1477575841665","","","Інше","TRUE","Обов'язкове виконання депутатських повноважень, оренда житла, побутові витрати.","1477575841665",NA,NA,NA,"Валентиров Сергій Васильович",NA
"Васюник Ігор Васильович","Верховна Рада України","народний депутат України, перший заступник Голови комітету з питань транспорту","nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Васюник","FALSE","Васильович",2018-01-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Ігор","Рухоме майно",0,"Інше рухоме майно","","property_end","частка в статутному капіталі ТОВ МІЖНАРОДНА ФІНАНСОВА КОМПАНІЯ - ІНВЕСТБУД","2","","1484039471156","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1484039471156",NA,NA,NA,"Васюник Ігор Васильович",NA
"Васюник Ігор Васильович","Верховна Рада України","народний депутат України, перший заступник Голови комітету з питань транспорту","nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Васюник","FALSE","Васильович",2018-01-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3c01aced-ad80-4075-b3c0-02de2944d919","Ігор","Рухоме майно",684000,"Грошові кошти","","other","","1","","1517418685754","","","Інше","FALSE","позика члену сім'ї суб'єктом декларування","1517418685754","","","1","Васюник Ігор Васильович",NA
"Веселова Наталія Василівна","Верховна рада Україна","Народний депутат України","nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Веселова","FALSE","Василівна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_063ed766-27eb-4622-aa28-7bb769b672ec","Наталія","Нерухоме майно",191080,"","Квартира","leasing","","1","","1477823486157","","","Оренда","FALSE","","1477823486157","","","1","Веселова Наталія Василівна",NA
"Висоцький Сергій Віталійович","Верховна Рада України","Народний депутат України","nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Висоцький","FALSE","Віталійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Сергій","Рухоме майно",0,"Транспортний засіб","","property_start","","2","","1520844531751","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1520844531751",NA,NA,NA,"Висоцький Сергій Віталійович",NA
"Висоцький Сергій Віталійович","Верховна Рада України","Народний депутат України","nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Висоцький","FALSE","Віталійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Сергій","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1520844555454","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1520844555454",NA,NA,NA,"Висоцький Сергій Віталійович",NA
"Висоцький Сергій Віталійович","Верховна Рада України","Народний депутат України","nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Висоцький","FALSE","Віталійович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_390b7a38-6101-4bfe-97be-67c47d4af626","Сергій","Рухоме майно",529200,"Транспортний засіб","","purchase","","1","","1520844485937","","","Придбання","FALSE","","1520844485937","","","1","Висоцький Сергій Віталійович",NA
"Вілкул Олександр Юрійович","Верховна Рада України","Народний депутат України","nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Вілкул","FALSE","Юрійович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_d34e8f46-e207-471c-aa58-47b5c8a356f4","Олександр","Нерухоме майно",0,"","Квартира","property_start","","2","","1522393768446","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1522393768446",NA,NA,NA,"Вілкул Олександр Юрійович",NA
"Вінник Іван Юлійович","Верховна Рада України","народний депутат України, секретар Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_ef58d8de-ed1f-403f-8341-ec35de8db494","Вінник","FALSE","Юлійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef58d8de-ed1f-403f-8341-ec35de8db494","Іван","Нерухоме майно",227580,"","Інше нерухоме майно","leasing","","1","","1478182587854","готельний номер","","Оренда","FALSE","","1478182587854","","","1","Вінник Іван Юлійович",NA
"Вінник Іван Юлійович","Верховна Рада України","народний депутат України, секретар Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_ef58d8de-ed1f-403f-8341-ec35de8db494","Вінник","FALSE","Юлійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef58d8de-ed1f-403f-8341-ec35de8db494","Іван","Рухоме майно",330600,"Транспортний засіб","","other","","1","","1521833345468","","","Інше","FALSE","реалізація (продаж) арештованого майна шляхом проведення електронних торгів при примусовому виконанні зведеного виконавчого провадження в рахунок погашення заборгованості за кредитним договором відповідно до судового рішення","1521833345468","","","1","Вінник Іван Юлійович",NA
"Вінник Іван Юлійович","Верховна Рада України","народний депутат України, секретар Комітету Верховної Ради України з питань національної безпеки і оборони","nacp_ef58d8de-ed1f-403f-8341-ec35de8db494","Вінник","FALSE","Юлійович",2018-03-24,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef58d8de-ed1f-403f-8341-ec35de8db494","Іван","Нематеріальні активи",110000,"","","other","","1","правові послуги","1521836816584","","","Інше","FALSE","договір про надання правової допомоги","1521836816584","","","1","Вінник Іван Юлійович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","Рухоме майно",636636,"Грошові кошти","","other","","1","","1477665364855","","","Інше","FALSE","Оплата товарів (робіт, послуг)","1477665364855","","","234","Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","Рухоме майно",256000,"Грошові кошти","","other","","1","","1477751406910","","","Інше","FALSE","Придбання товарів (робіт, послуг)","1477751406910","","","1","Власенко Сергій Володимирович",NA
"Власенко Сергій Володимирович","Верховна Рада України","Народний депутат України","nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Власенко","FALSE","Володимирович",2018-03-16,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_95fd50fd-cee7-49cb-8a6c-654ffe0b0458","Сергій","Рухоме майно",98780,"Транспортний засіб","","other","","1","","1478264216556","","","Інше","FALSE","Договір добровільного страхування майна","1478264216556","","","1","Власенко Сергій Володимирович",NA
"Вознюк Юрій Володимирович","Верховна Рада України","Народний депутат України","nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Вознюк","FALSE","Володимирович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Юрій","Рухоме майно",0,"Транспортний засіб","","property_start","","2","","1521123065109","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1521123065109",NA,NA,NA,"Вознюк Юрій Володимирович",NA
"Вознюк Юрій Володимирович","Верховна Рада України","Народний депутат України","nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Вознюк","FALSE","Володимирович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Юрій","Нерухоме майно",331820,"","Житловий будинок","other","","1","","1521708286512","","","Інше","FALSE","завершення будівництва","1521708286512","","","1","Вознюк Юрій Володимирович",NA
"Вознюк Юрій Володимирович","Верховна Рада України","Народний депутат України","nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Вознюк","FALSE","Володимирович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Юрій","Рухоме майно",2255672,"Транспортний засіб","","purchase","","1","","1521122624353","","","Придбання","FALSE","","1521122624353","","","1","Вознюк Юрій Володимирович",NA
"Вознюк Юрій Володимирович","Верховна Рада України","Народний депутат України","nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Вознюк","FALSE","Володимирович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Юрій","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1521123111275","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521123111275",NA,NA,NA,"Вознюк Юрій Володимирович",NA
"Вознюк Юрій Володимирович","Верховна Рада України","Народний депутат України","nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Вознюк","FALSE","Володимирович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff59c1bd-97c3-4ec0-ab9e-58d0254fca72","Юрій","Нерухоме майно",0,"","Житловий будинок","property_start","","2","","1490860476756","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1490860476756",NA,NA,NA,"Вознюк Юрій Володимирович",NA
"Войціцька Вікторія Михайлівна","Верховна Рада України","народний депутат","nacp_bfc4f2e8-5aa7-48fc-af15-209758150dba","Войціцька","FALSE","Михайлівна",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_bfc4f2e8-5aa7-48fc-af15-209758150dba","Вікторія","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1522142439259","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522142439259",NA,NA,NA,"Войціцька Вікторія Михайлівна",NA
"Воропаєв Юрій Миколайович","Верховна Рада України","народний депутат України","nacp_f4c45a2a-d38c-4460-9715-eda02cb38657","Воропаєв","TRUE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f4c45a2a-d38c-4460-9715-eda02cb38657","Юрій","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1522219801719","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522219801719",NA,NA,NA,"Воропаєв Юрій Миколайович",NA
"Воропаєв Юрій Миколайович","Верховна Рада України","народний депутат України","nacp_f4c45a2a-d38c-4460-9715-eda02cb38657","Воропаєв","TRUE","Миколайович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f4c45a2a-d38c-4460-9715-eda02cb38657","Юрій","Рухоме майно",1406004,"Транспортний засіб","","purchase","","1","","1522219717411","","","Придбання","FALSE","","1522219717411","","","1","Воропаєв Юрій Миколайович",NA
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Рухоме майно",2688566,"Цінні папери","","purchase","","1","","1516711185811","","","Придбання","FALSE","","1516711185811","","","1","Галасюк Віктор Валерійович",NA
"Галасюк Віктор Валерійович","Верховна Рада України ","Народний депутат України, Голова Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Галасюк","FALSE","Валерійович",2018-02-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c1fc262c-c038-44c7-8e98-6117cef6cf27","Віктор","Рухоме майно",0,"Цінні папери","","property_start","","2","","1516711582097","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1516711582097",NA,NA,NA,"Галасюк Віктор Валерійович",NA
"Гальченко Андрій Володимирович","Верховна Рада України","Народний депутат України","nacp_79b4acf9-9735-4942-89d1-dddbc8ce1551","Гальченко","FALSE","Володимирович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_79b4acf9-9735-4942-89d1-dddbc8ce1551","Андрій","Нерухоме майно",227580,"","Кімната","other","","1","","1477558268602","","","Інше","FALSE","послуги з винайму готельного номеру ","1477558268602","","","1","Гальченко Андрій Володимирович",NA
"Герасимов Артур Володимирович","Верховна Рада України","Народний депутат України","nacp_c27fce5f-f137-4e3e-a754-990397edd1aa","Герасимов","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c27fce5f-f137-4e3e-a754-990397edd1aa","Артур","Нематеріальні активи",375000,"","","other","","1","Плата за навчання","1490969383576","","","Інше","FALSE","Плата за навчання","1490969383576","","","1","Герасимов Артур Володимирович",NA
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","Герега","FALSE","Володимирович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Олександр","Нерухоме майно",0,"","Квартира","property_start","","2","","1522331906030","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1522331906030",NA,NA,NA,"Герега Олександр Володимирович",NA
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","Нерухоме майно",500720,"","Житловий будинок","other","","1","","1477694021788","","","Інше","FALSE","Оплата комунальних послуг","1477694021788","","","1","Гєллєр Євгеній Борисович",NA
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","Нерухоме майно",65206,"","Інше нерухоме майно","leasing","","1","","1490185849231","Приймальня народного депутата України","","Оренда","FALSE","","1490185849231","","","1","Гєллєр Євгеній Борисович",NA
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","Нерухоме майно",67607,"","Інше нерухоме майно","leasing","","1","","1477693926367","Приймальня народного депутата України","","Оренда","FALSE","","1477693926367","","","1","Гєллєр Євгеній Борисович",NA
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Гєллєр","FALSE","Борисович",2018-02-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Євгеній","Рухоме майно",73000,"Транспортний засіб","","other","","1","","1477694176417","","","Інше","FALSE","Транспортний засіб","1477694176417","","","1","Гєллєр Євгеній Борисович",NA
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","Нерухоме майно",2594365,"","Квартира","other","","1","","1490094885843","","","Інше","FALSE","Продаж","1490094885843","","","1","Гіршфельд Анатолій Мусійович",NA
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Гіршфельд","FALSE","Мусійович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Анатолій","Рухоме майно",4870000,"Грошові кошти","","other","","1","","1490094457005","","","Інше","FALSE","Дарування","1490094457005","","","1","Гіршфельд Анатолій Мусійович",NA
"Гончаренко Олексій Олексійович","Верховна Рада України","народний депутат України","nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Гончаренко","FALSE","Олексійович",2018-03-21,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ff892e6f-4589-40fb-ab70-8aa9cbc32ebb","Олексій","Нерухоме майно",239736,"","Квартира","leasing","","1","","1477643433470","","","Оренда","FALSE","","1477643433470","","","1","Гончаренко Олексій Олексійович",NA
"Горват Роберт Іванович","Верховна Рада України","народний депутат України","nacp_eff01aac-99be-4397-9899-05b91a3e0b6b","Горват","FALSE","Іванович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_eff01aac-99be-4397-9899-05b91a3e0b6b","Роберт","Нерухоме майно",191080,"","Інше нерухоме майно","leasing","","1","","1477657245376","Готельний номер","","Оренда","FALSE","","1477657245376","","","1","Горват Роберт Іванович",NA
"Горват Роберт Іванович","Верховна Рада України","народний депутат України","nacp_eff01aac-99be-4397-9899-05b91a3e0b6b","Горват","FALSE","Іванович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_eff01aac-99be-4397-9899-05b91a3e0b6b","Роберт","Нерухоме майно",0,"","Інше нерухоме майно","property_start","","2","","1477657297160","Готельний номер","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1477657297160",NA,NA,NA,"Горват Роберт Іванович",NA
"Грановський Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Грановський","TRUE","Михайлович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Олександр","Рухоме майно",0,"Транспортний засіб","","property_start","","2","","1522247113419","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1522247113419",NA,NA,NA,"Грановський Олександр Михайлович",NA
"Грановський Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Грановський","TRUE","Михайлович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Олександр","Рухоме майно",0,"Грошові кошти","","liability","","2","","1521029193345","","","Виникло фінансове зобов’язання суб’єкта декларування","TRUE","","1521029193345",NA,NA,NA,"Грановський Олександр Михайлович",NA
"Грановський Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Грановський","TRUE","Михайлович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Олександр","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1522236004788","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522236004788",NA,NA,NA,"Грановський Олександр Михайлович",NA
"Грановський Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Грановський","TRUE","Михайлович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Олександр","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1522236042960","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1522236042960",NA,NA,NA,"Грановський Олександр Михайлович",NA
"Грановський Олександр Михайлович","Верховна Рада України","Народний депутат України","nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Грановський","TRUE","Михайлович",2018-04-02,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_151f85ac-4189-4d68-a34b-820f2be66cb8","Олександр","Нерухоме майно",216000,"","Квартира","leasing","","1","","1477321783664","","","Оренда","FALSE","","1477321783664","","","1","Грановський Олександр Михайлович",NA
"Гудзенко Віталій Іванович","Управління справами Апарату Верховної Ради України","Народний депутат України","nacp_76f51f67-97fb-4c77-8e19-081989902ace","Гудзенко","FALSE","Іванович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_76f51f67-97fb-4c77-8e19-081989902ace","Віталій","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1521024332821","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521024332821",NA,NA,NA,"Гудзенко Віталій Іванович",NA
"Гудзенко Віталій Іванович","Управління справами Апарату Верховної Ради України","Народний депутат України","nacp_76f51f67-97fb-4c77-8e19-081989902ace","Гудзенко","FALSE","Іванович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_76f51f67-97fb-4c77-8e19-081989902ace","Віталій","Нерухоме майно",0,"","Інше нерухоме майно","property_start","","2","","1518698569294","будівля, готельний комплекс","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1518698569294",NA,NA,NA,"Гудзенко Віталій Іванович",NA
"Гудзенко Віталій Іванович","Управління справами Апарату Верховної Ради України","Народний депутат України","nacp_76f51f67-97fb-4c77-8e19-081989902ace","Гудзенко","FALSE","Іванович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_76f51f67-97fb-4c77-8e19-081989902ace","Віталій","Нерухоме майно",0,"","Інше нерухоме майно","property_end","","2","","1521193320070","незавершене будівництво","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521193320070",NA,NA,NA,"Гудзенко Віталій Іванович",NA
"Гудзенко Віталій Іванович","Управління справами Апарату Верховної Ради України","Народний депутат України","nacp_76f51f67-97fb-4c77-8e19-081989902ace","Гудзенко","FALSE","Іванович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_76f51f67-97fb-4c77-8e19-081989902ace","Віталій","Нерухоме майно",0,"","Земельна ділянка","property_start","","2","","1521193304948","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1521193304948",NA,NA,NA,"Гудзенко Віталій Іванович",NA
"Гудзенко Віталій Іванович","Управління справами Апарату Верховної Ради України","Народний депутат України","nacp_76f51f67-97fb-4c77-8e19-081989902ace","Гудзенко","FALSE","Іванович",2018-03-20,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_76f51f67-97fb-4c77-8e19-081989902ace","Віталій","Рухоме майно",1680300,"Транспортний засіб","","purchase","","1","","1521024279599","","","Придбання","FALSE","","1521024279599","","","1","Гудзенко Віталій Іванович",NA
"Гузь Ігор Володимирович","Верховна Рада України","Народний депутат України","nacp_a909d251-109a-4e58-97f0-07d5963f267c","Гузь","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a909d251-109a-4e58-97f0-07d5963f267c","Ігор","Нерухоме майно",0,"","Квартира","property_start","","2","","1521490138913","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1521490138913",NA,NA,NA,"Гузь Ігор Володимирович",NA
"Гузь Ігор Володимирович","Верховна Рада України","Народний депутат України","nacp_a909d251-109a-4e58-97f0-07d5963f267c","Гузь","FALSE","Володимирович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_a909d251-109a-4e58-97f0-07d5963f267c","Ігор","Рухоме майно",0,"Транспортний засіб","","property_end","","2","","1521490075030","","","Право власності (у тому числі спільної власності), володіння чи користування суб’єкта декларування припинено","TRUE","","1521490075030",NA,NA,NA,"Гузь Ігор Володимирович",NA
"Гусак Володимир Георгійович","Верховна Рада України","Народний депутат України","nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Гусак","TRUE","Георгійович",2018-04-06,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9408ac0c-e6aa-4d97-a950-ba04ab320149","Володимир","Рухоме майно",2847459,"Цінні папери","","purchase","","1","","1522233756049","","","Придбання","FALSE","","1522233756049","","","1","Гусак Володимир Георгійович",NA
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Давиденко","FALSE","Миколайович",2018-03-30,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Валерій","Рухоме майно",87000,"Інше рухоме майно","","purchase","карабін мисливський","1","","1522370668841","","","Придбання","FALSE","","1522370668841","","","1","Давиденко Валерій Миколайович",NA
"Данілін Владислав Юрійович","Верховна Рада України","Народний депутат України","nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","Данілін","FALSE","Юрійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","Владислав","Рухоме майно",283500,"Транспортний засіб","","purchase","","1","","1490428787000","","","Придбання","FALSE","","1490428787000","","","1","Данілін Владислав Юрійович",NA
"Данілін Владислав Юрійович","Верховна Рада України","Народний депутат України","nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","Данілін","FALSE","Юрійович",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","Владислав","Рухоме майно",0,"Транспортний засіб","","property_start","","2","","1521453333168","","","Суб’єкт декларування набув право власності (у тому числі спільної власності), володіння чи користування","TRUE","","1521453333168",NA,NA,NA,"Данілін Владислав Юрійович",NA
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Данченко","TRUE","Іванович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Олександр","Нематеріальні активи",173340,"","","other","","1","Медичні послуги та лікування","1489488728326","","","Інше","FALSE","Медичні послуги","1489488728326","","","149","Данченко Олександр Іванович",NA
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Данченко","TRUE","Іванович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Олександр","Нематеріальні активи",46200,"","","other","","1","Навчання","1522307791172","","","Інше","FALSE","Інститут міжнародних відносин Київського національного університету імені Тараса Шевченка","1522307791172","","","1","Данченко Олександр Іванович",NA
