"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","dnt_costDate_hidden","costDate","dnt_objectType_encoded","model","otherObjectType","owningDate","dnt_graduationYear_hidden","object_identificationNumber_extendedstatus","person","graduationYear","iteration","brand","objectType","object_id","ownershipType","otherOwnership","percent.ownership","costDate_extendedstatus","model_extendedstatus","brand_extendedstatus","typeProperty","otherTypeProperty","graduationYear_extendedstatus","declarant","subjectRelation"
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","FALSE",3670314,"car","LX570","",2016-10-12,"FALSE","0","1","2016","1477677288562","Lexus","Автомобіль легковий","1477677288562","Власність","",NA,"0",NA,NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","FALSE",1074900,"car","Panamera 4S","",2017-10-20,"FALSE",NA,"1","2010","1521206989139","Porsche","Автомобіль легковий","1521206989139","Спільна власність","",12.5,NA,NA,NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","FALSE",545100,"car","FJ Cruiser","",2017-10-20,"FALSE",NA,"1","2007","1521208172149","Toyota","Автомобіль легковий","1521208172149","Спільна власність","",25,NA,NA,NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","FALSE",234400,"car","","",2017-10-20,"FALSE","0","1","2002","1520945564813","Daimler Chrysler","Автомобіль легковий","1520945564813","Спільна власність","",12.5,"0","2",NA,NA,NA,"0","Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","TRUE",0,"car","Supercharger","",2011-05-27,"FALSE","0","1477669045679","2010","1477677908616","Range Rover","Автомобіль легковий","1477677908616","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкіна Олена Михайлівна","дружина"
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","FALSE",758600,"car","GL 500","",2017-10-20,"FALSE",NA,"1","2007","1521208550942","Mercedes-Benz","Автомобіль легковий","1521208550942","Спільна власність","",12.5,NA,NA,NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","TRUE",0,"water_transport","GTX 4-Tec Blue","",2004-07-05,"FALSE","1","1","2004","1477677581956","Bombardier Sea-Doo","Водний засіб","1477677581956","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","FALSE",1730000,"car","Rangе Rover","",2017-10-20,"FALSE",NA,"1","2013","1521207524138","Land Rover","Автомобіль легковий","1521207524138","Спільна власність","",12.5,NA,NA,NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","TRUE",0,"car","Land Cruiser","",2008-08-30,"FALSE","0","1","2004","1477677111824","Toyota","Автомобіль легковий","1477677111824","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","FALSE",18300,"other","","причіп",2017-10-20,"FALSE",NA,"1","2011","1521208878012","Одисей","Інше","1521208878012","Спільна власність","",12.5,NA,"1",NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"car","Land Cruiser","",2012-05-17,"FALSE","0","1","2007","1477503244484","Toyota ","Автомобіль легковий","1477503244484","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"other","T21","причіп",2015-01-01,"FALSE","1","1477497643167","2007","1477505159687","Tracker","Інше","1477505159687","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"other","","причіп",2015-01-01,"FALSE","1","1","2003","1477504109115","ПА-2-1","Інше","1477504109115","Власність","",NA,"2","1",NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"car","Land Cruiser 200","",2014-08-30,"FALSE","0","1477497643167","2012","1477503445386","Toyota ","Автомобіль легковий","1477503445386","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",18300,"other","","Причіп",2017-03-19,"FALSE",NA,"1","2011","1521129583462","Одисей 5","Інше","1521129583462","Спільна власність","",12.5,"0","1",NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",833330,"car","Land Cruiser 200","",2013-10-11,"FALSE",NA,"1","2013","1477503821281","Toyota","Автомобіль легковий","1477503821281","Власність","",NA,NA,NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"water_transport","КИВ 8424 К","",2015-01-01,"FALSE","1","1477497643167","2000","1477504984706","Теремок","Водний засіб","1477504984706","Власність","",NA,"2","0",NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"car","GL 350","",2012-12-10,"FALSE",NA,"1477497643167","2012","1477504260073","Mercedes","Автомобіль легковий","1477504260073","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",3377154,"car","750Li","",2016-05-04,"FALSE",NA,"1477497643167","2016","1489578185109","BMW","Автомобіль легковий","1489578185109","Власність","",NA,NA,NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",234400,"car","CHRYSLER","",2017-03-19,"FALSE",NA,"1","2002","1521126971984","DAIMLER ","Автомобіль легковий","1521126971984","Спільна власність","",12.5,"0",NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"water_transport","Tundra 21","",2015-01-01,"FALSE","0","1477497643167","2008","1477504906924","Tracker ","Водний засіб","1477504906924","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",1730000,"car","RANGE ROVER","",2017-03-19,"FALSE",NA,"1","2013","1521128677105","LAND ROVER","Автомобіль легковий","1521128677105","Спільна власність","",12.5,"0",NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"water_transport","520","",2015-01-01,"FALSE","0","1","2008","1477504055203","Bass Prote","Водний засіб","1477504055203","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",545100,"car","FJ CRUISER","",2017-03-19,"FALSE",NA,"1","2007","1521128964844","TOYOTA ","Автомобіль легковий","1521128964844","Спільна власність","",25,"0",NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",863719,"car","911 Turbo","",2013-10-15,"FALSE",NA,"1477497643167","2011","1477504749239","Porshe","Автомобіль легковий","1477504749239","Власність","",NA,NA,NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"car","Multivan","",2013-10-11,"FALSE",NA,"1477497643167","2012","1477504487045","Volkswagen","Автомобіль легковий","1477504487045","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",1074900,"car","PANAMERA 4S","",2017-03-19,"FALSE",NA,"1","2010","1521124156689","PORSCHE ","Автомобіль легковий","1521124156689","Спільна власність","",12.5,"0",NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","TRUE",0,"water_transport","Hawk 520","",2015-01-01,"FALSE","1","1","2003","1477503999141","Silver","Водний засіб","1477503999141","Власність","",NA,"2",NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","FALSE",758600,"car","GL 500","",2017-03-19,"FALSE",NA,"1","2007","1521129332521","MERCEDES-BENZ","Автомобіль легковий","1521129332521","Спільна власність","",12.5,"0",NA,NA,NA,NA,NA,"Добкін Михайло Маркович",NA
"Добродомов Дмитро Євгенович","Верховна Рада України","народний депутат України","nacp_afc7763a-0b9d-45d0-acf6-65d77e60246b","Добродомов","FALSE","Євгенович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_afc7763a-0b9d-45d0-acf6-65d77e60246b","Дмитро","FALSE",155000,"car","Octavia А5","",2017-11-16,"FALSE",NA,"1","2012","1476872503849","Skoda ","Автомобіль легковий","1476872503849",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Добродомов Дмитро Євгенович",NA
"Довбенко Михайло Володимирович","Верховна Рада України","Народний депутат України, Перший заступник Голови Комітету з питань фінансової політики і банківської діяльності","nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Довбенко","FALSE","Володимирович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Михайло","FALSE",141900,"car","FIESTA 1.4","",2011-09-21,"FALSE",NA,"1475848043207","2011","1477055044371","FORD","Автомобіль легковий","1477055044371","Власність","",NA,NA,NA,NA,NA,NA,NA,"Довбенко Тетяна Володимирівна","дружина"
"Довбенко Михайло Володимирович","Верховна Рада України","Народний депутат України, Перший заступник Голови Комітету з питань фінансової політики і банківської діяльності","nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Довбенко","FALSE","Володимирович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Михайло","FALSE",220000,"car","Outlander","",2017-01-01,"FALSE",NA,"1","2008","1521126621764","Mitsubishi","Автомобіль легковий","1521126621764",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Довбенко Михайло Володимирович",NA
"Довгий Олесь Станіславович","Верховна рада України","Народний депутат України","nacp_50f061fe-1394-4ab6-870b-40f7d7fb9f97","Довгий","TRUE","Станіславович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_50f061fe-1394-4ab6-870b-40f7d7fb9f97","Олесь","FALSE",2344544,"car","DISCOVERY 3.0","",2017-07-01,"FALSE",NA,"1","2017","1520946952265","LAND ROVER ","Автомобіль легковий","1520946952265",NA,NA,NA,"0",NA,NA,NA,NA,NA,"Довгий Олесь Станіславович",NA
"Довгий Олесь Станіславович","Верховна рада України","Народний депутат України","nacp_50f061fe-1394-4ab6-870b-40f7d7fb9f97","Довгий","TRUE","Станіславович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_50f061fe-1394-4ab6-870b-40f7d7fb9f97","Олесь","FALSE",888100,"car","LS 460","",2015-12-24,"FALSE",NA,"1","2011","1490006291835","LEXUS ","Автомобіль легковий","1490006291835","Власність","",NA,NA,NA,NA,NA,NA,NA,"Довгий Олесь Станіславович",NA
"Долженков Олександр Валерійович","Верховна Рада України","народний депутат України","nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","Долженков","FALSE","Валерійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","Олександр","FALSE",842000,"car","LAND CRUISER 200","",2012-11-10,"FALSE",NA,"1","2012","1477057249584","TOYOTA","Автомобіль легковий","1477057249584","Власність","",NA,NA,NA,NA,NA,NA,NA,"Долженков Олександр Валерійович",NA
"Долженков Олександр Валерійович","Верховна Рада України","народний депутат України","nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","Долженков","FALSE","Валерійович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1aedccff-35f6-4bca-8d18-e04386242b7d","Олександр","FALSE",2128031,"car","X6 xDrive 30d/F16","",2015-12-18,"FALSE",NA,"1477056407142","2015","1477057455943","BMW","Автомобіль легковий","1477057455943","Власність","",NA,NA,NA,NA,NA,NA,NA,"Долженкова Інна Миколаївна","дружина"
"Домбровський Олександр Георгійович","Верховна Рада України","народний депутат України","nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","Домбровський","TRUE","Георгійович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","Олександр","FALSE",196000,"car","Rav4","",2008-12-30,"FALSE",NA,"1477672114594","2008","1477676446012","Toyota","Автомобіль легковий","1477676446012","Власність","",NA,NA,NA,NA,NA,NA,NA,"Домбровська Ірина Василівна","дружина"
"Домбровський Олександр Георгійович","Верховна Рада України","народний депутат України","nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","Домбровський","TRUE","Георгійович",2018-04-05,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_b8b4c30a-0a8e-4d0f-9275-fc4f2532cc4c","Олександр","FALSE",569203,"car","RX 350","",2013-08-23,"FALSE",NA,"1","2013","1477676351679","Lexus","Автомобіль легковий","1477676351679","Власність","",NA,NA,NA,NA,NA,NA,NA,"Домбровський Олександр Георгійович",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","TRUE",0,"car","RANGE ROVER","",2015-11-20,"FALSE",NA,"1","2014","1477644739683","LAND ROVER","Автомобіль легковий","1477644739683","Власність","",NA,"2",NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","TRUE",0,"car","XF 3.0","",2015-11-20,"FALSE",NA,"1","2013","1477645319540","JAGUAR","Автомобіль легковий","1477645319540","Власність","",NA,"2",NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","FALSE",587020,"car","SPORTAGE","",2017-12-27,"FALSE","0","1","2017","1490763433923","KIA","Автомобіль легковий","1490763433923",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","FALSE",587020,"car","SPORTAGE","",2017-12-27,"FALSE","0","1477044794668","2017","1489749968846","KIA","Автомобіль легковий","1489749968846","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Тетяна Олександрівна","дружина"
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","FALSE",61200,"car","Aveo","",2008-11-15,"FALSE","0","1477044794668","2007","1477048463819","Chevrolet","Автомобіль легковий","1477048463819","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Тетяна Олександрівна","дружина"
"Дубіль Валерій Олександрович","Верховна Рада України","народний депутат України","nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","Дубіль","FALSE","Олександрович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","Валерій","TRUE",0,"moto","","",1993-09-07,"FALSE","1","1","1992","1477642952563","","Мотоцикл (мопед)","1477642952563","Власність","",NA,"2","2","2",NA,NA,NA,"Дубіль Валерій Олександрович",NA
"Дубіль Валерій Олександрович","Верховна Рада України","народний депутат України","nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","Дубіль","FALSE","Олександрович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","Валерій","FALSE",2491100,"car","Q7","",2016-12-20,"FALSE","1","1477638110734","2016","1477642546185","AUDI ","Автомобіль легковий","1477642546185","Спільна власність","",NA,NA,NA,NA,NA,NA,NA,"Дубіль Валентина  Іванівна","дружина"
"Дубінін Олександр Іванович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань промислової та інвестиційної політики Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Дубінін","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Олександр","FALSE",998232,"car","S550","",2017-07-26,"FALSE",NA,"1","2011","1522012916219","Mercedes-benz","Автомобіль легковий","1522012916219","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубінін Олександр Іванович",NA
"Дубінін Олександр Іванович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань промислової та інвестиційної політики Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Дубінін","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Олександр","FALSE",824000,"car","LX 570","",2013-07-12,"FALSE",NA,"1","2013","1477995243545","Lexus","Автомобіль легковий","1477995243545","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубінін Олександр Іванович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","TRUE",0,"car","21 ","",2006-05-25,"FALSE",NA,"1","1960","1476601823815","ГАЗ","Автомобіль легковий","1476601823815","Власність","",NA,"2",NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","TRUE",0,"car","Panamera","",2017-06-14,"FALSE",NA,"1","2017","1520514318168","Porshe","Автомобіль легковий","1520514318168",NA,NA,NA,"2",NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","TRUE",0,"car","""Land Cruiser 200""","",2014-03-12,"FALSE",NA,"1","2014","1476602282786","TOYOTA","Автомобіль легковий","1476602282786","Власність","",NA,"2",NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","TRUE",0,"car","21","",2006-02-23,"FALSE",NA,"1","1963","1476602188783","ГАЗ","Автомобіль легковий","1476602188783","Власність","",NA,"2",NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","TRUE",0,"car","21","",2006-02-23,"FALSE",NA,"1","1967","1476602103257","ГАЗ","Автомобіль легковий","1476602103257","Власність","",NA,"2",NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
