"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","person","legalForm","corporate_rights_company_code","country","corporate_rights_company_code_extendedstatus","iteration","en_name","name","dnt_cost_hidden","cost_percent","dnt_cost_percent_hidden","cost","object_id","ownershipType","otherOwnership","percent.ownership","cost_extendedstatus","cost_percent_extendedstatus","legalForm_extendedstatus","name_extendedstatus","en_name_extendedstatus","country_extendedstatus","declarant","subjectRelation"
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","1","Товариство з обмеженою відповідальністю","33769638","1",NA,"1477646729379","","ТОВ ""КІПЕР""","FALSE","78","FALSE","56199","1477646729379","Спільна власність","",78,NA,NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","1","Товариство з обмеженою відповідальністю","34881244","1",NA,"1477646255835","","ТОВ ""ФАКТОР-ТД""","FALSE","99.5","FALSE","49750","1477646255835","Спільна власність","",99.5,NA,NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","1","Товариство з обмеженою відповідальністю","31037659","1",NA,"1477647940135","","ТОВ ""ДІМ-ІНВЕСТ""","FALSE","99.75","FALSE","11771","1477647940135","Спільна власність","",99.75,NA,NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","1","Товариство з обмеженою відповідальністю","35395788","1",NA,"1477648057393","","ТОВ ""АНПАВ""","FALSE","99","FALSE","45540","1477648057393","Спільна власність","",99,NA,NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","1","Товариство з обмеженою відповідальністю","32729945","1",NA,"1477647714091","","ТОВ ""ПРЕСТИЖ-ІНВЕСТ""","FALSE","99.77","FALSE","349190","1477647714091","Спільна власність","",99.77,NA,NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","1","Товариство з обмеженою відповідальністю","34365705","1",NA,"1477646909894","","ТОВ ""РЕАЛ ЕСТАЙТ""","FALSE","99.72","FALSE","35000","1477646909894","Спільна власність","",99.72,NA,NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","1","Товариство з обмеженою відповідальністю","34880083","1",NA,"1477646414941","","ТОВ ""ФОРТУНА-Т""","FALSE","99.5","FALSE","49750","1477646414941","Спільна власність","",99.5,NA,NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Донець Тетяна Анатоліївна","Верховна Рада України","Народний депутат України, заступник голови Комітету з питань охорони здоров""я","nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Донець","FALSE","Анатоліївна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_416233e8-298e-4664-b2db-6b89d04fc4be","Тетяна","1","Товариство з обмеженою відповідальністю","35032209","1",NA,"1477646520719","","ТОВ ""ІНАУТ""","FALSE","99.5","FALSE","49750","1477646520719","Спільна власність","",99.5,NA,NA,NA,NA,NA,NA,"Донець Тетяна Анатоліївна",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","32351418","1",NA,"1477049342293","","ФІРМА ""ВЕРІТАС","FALSE","33.33","FALSE","6166","1477049342293","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","30688001","1",NA,"1477049152031","","ВЕРІТАС ЛЕКС","FALSE","23.1","FALSE","1885","1477049152031","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","24227790","1",NA,"1477049693448","","ФІРМА ПРАВОВОГО ЗАХИСТУ ""ВЕРІТАС""","FALSE","1.33","FALSE","2140","1477049693448","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","32406110","1",NA,"1477049287130","","ВЕРІТАС ПІК","FALSE","33.33","FALSE","6166","1477049287130","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","33067617","1",NA,"1477049780692","","ХАРКІВБУДІНДУСТРІЯ","FALSE","0.99","FALSE","5300","1477049780692","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","32406147","1",NA,"1477048917119","","ВЕРІТАС АБСОЛЮТ","FALSE","1.33","FALSE","246","1477048917119","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","31504292","1",NA,"1477049583515","","АУДИТОРСЬКА ФІРМА ""ВЕРІТАС-АУДИТ""","FALSE","35","FALSE","4130","1477049583515","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","30392871","1",NA,"1477049009597","","ВЕРІТАС ПЛЮС","FALSE","0.12","FALSE","1024","1477049009597","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","Інші організаційно-правові форми","34313919","1",NA,"1477049413333","","АДВОКАТСЬКА КОМПАНІЯ ""ВЕРІТАС""","FALSE","21","FALSE","210","1477049413333","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","30688038","1",NA,"1477049090847","","ВЕРІТАС ДЕЛЬТА","FALSE","23.1","FALSE","2462","1477049090847","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","32406173","1",NA,"1477048708044","","ВЕРІТАС ІНФОРМ","FALSE","33.33","FALSE","6166","1477048708044","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","30509394","1",NA,"1477049224192","","ВЕРІТАС АЛЬФА","FALSE","33.33","FALSE","30830","1477049224192","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Драюк Сергій Євсейович","Верховна Рада України","Народний депутат України","nacp_9c571e58-7d9f-461b-9206-2db68748e000","Драюк","FALSE","Євсейович",2018-03-19,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_9c571e58-7d9f-461b-9206-2db68748e000","Сергій","1","ТОВ","20270871","1",NA,"1477049829086","","АУДИТОРСЬКО-ПРАВОВА ФІРМА ""ВДТ-АУДИТ""","FALSE","50","FALSE","1","1477049829086","Власність","",NA,NA,NA,NA,NA,NA,NA,"Драюк Сергій Євсейович",NA
"Дубіль Валерій Олександрович","Верховна Рада України","народний депутат України","nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","Дубіль","FALSE","Олександрович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","Валерій","1477638110734","товариство з обмеженою відповідальністю","35830185","1",NA,"1477643254251","","товариство з обмеженою відповідальністю ""БІЗНЕС РІЄЛТ КОНСАЛТИНГ""","FALSE","100","FALSE","1029500","1477643254251","Спільна власність","",NA,NA,NA,NA,NA,NA,NA,"Дубіль Валентина  Іванівна","дружина"
"Дубіль Валерій Олександрович","Верховна Рада України","народний депутат України","nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","Дубіль","FALSE","Олександрович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_6355edf8-061c-40a2-92cf-cba4ae6220c4","Валерій","1477638110734","товариство з обмеженою відповідальністю","31927595","1",NA,"1477643401936","","товариство з обмеженою відповідальністю ""АГЕНТСТВО НЕРУХОМОСТІ ""ЄВРОПА""","FALSE","100","FALSE","14000","1477643401936","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубіль Валентина  Іванівна","дружина"
"Дубінін Олександр Іванович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань промислової та інвестиційної політики Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Дубінін","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Олександр","1","Товариство з обмеженою відповідальністю","33114389","1",NA,"1522013304617","","ТОВ ""РЕАЛ БІЗНЕС 2004""","FALSE","15","FALSE","1945819","1522013304617","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубінін Олександр Іванович",NA
"Дубінін Олександр Іванович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань промислової та інвестиційної політики Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Дубінін","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Олександр","1","Товариство з обмеженою відповідальністю","24224193","1",NA,"1522013158740","","ТОВ ""АЙРОН""","FALSE","20","FALSE","400","1522013158740","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубінін Олександр Іванович",NA
"Дубінін Олександр Іванович","Верховна Рада України","Народний депутат України, Голова підкомітету з питань промислової та інвестиційної політики Комітету Верховної Ради України з питань промислової політики та підприємництва","nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Дубінін","FALSE","Іванович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_40893fe8-2186-425f-9f43-97383cf6fc58","Олександр","1477993465070","Товариство з обмеженою відповідальністю","40655020","1",NA,"1522013446041","","ТОВ ""НВКОДІНГ""","FALSE","50","FALSE","10000","1522013446041","Власність","",NA,NA,NA,NA,NA,NA,NA,"Халковська Лілія Людвигівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1476525104876","Товариство з обмеженою відповідальністю","19322226","1",NA,"1520512292976","","Товариство з обмеженою відповідальністю ""Глинянська вежа""","FALSE","50","FALSE","110750","1520512292976","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1","Фермерське господарство","40731681","1",NA,"1487762278189","","Фермерське господарство ""Миколаївська нива""","FALSE","50","FALSE","50000","1487762278189","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1476525104876","Товариство з обмеженою відповідальністю","35653675","1",NA,"1476698735226","","Товариство з обмеженою відповідальністю ""Мисливське господарство ""ЗУБР""","FALSE","50","FALSE","1000000","1476698735226","Спільна власність","",50,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1","Товариство з обмеженою відповідальністю","23969695","1",NA,"1476698510052","","Виробниче підприємство ""Гарант-Львів"" у формі Товариства з обмеженою відповідальністю","FALSE","25","FALSE","2343","1476698510052","Спільна власність","",25,NA,NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1476525104876","Товариство з обмеженою відповідальністю","38231290","1",NA,"1520511920286","","Товариство з обмеженою відповідальністю ""Сінема енд джаз""","FALSE","70","FALSE","35000","1520511920286","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1476525104876","Товариство з обмеженою відповідальністю","22393661","1",NA,"1520511627196","","Товариство з обмеженою відповідальністю ""Джеб""","FALSE","50","FALSE","1373500","1520511627196","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1","Товариство з обмеженою відповідальністю","20789952","1",NA,"1476602902131","","Товариство з обмеженою відповідальністю ""Агропромислове підприємство ""Львівське""","FALSE","50","FALSE","15000","1476602902131","Спільна власність","",50,NA,NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1476525104876","Товариство з обмеженою відповідальністю","34988943","1",NA,"1487762590284","","Товариство з обмеженою відповідальністю ""Квадрохім""","FALSE","50","FALSE","20000","1487762590284","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1476525104876","Товариство з обмеженою відповідальністю","39376030","1",NA,"1520512082564","","Товариство з обмеженою відповідальністю ""Галицький Дім""","FALSE","50","FALSE","5000","1520512082564","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1","Товариство з обмеженою відповідальністю","03793596","1",NA,"1476623028381","","Товариство з обмеженою відповідальністю ""Імені Шевченка""","FALSE","33.4","FALSE","3674","1476623028381","Спільна власність","",33.4,NA,NA,NA,NA,NA,NA,"Дубневич Богдан Васильович",NA
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","1476525104876","Товариство з обмеженою відповідальністю","13820029","1",NA,"1487762437091","","Товариство з обмеженою відповідальністю ""НВП ""Корпорація КРТ""","FALSE","50","FALSE","500000","1487762437091","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1476254524338","Товариство з обмеженою відповідальністю","34988943","1",NA,"1476736365145","","Товариство з обмеженою відповідальністю ""Квадрохім""","FALSE","50","FALSE","20000","1476736365145","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Наталія Мирославівна","дружина"
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1476254524338","Товариство з обмеженою відповідальністю","31729829","1",NA,"1476735792797","","Товариства з обмеженою відповідальністю ""Науково-дослідна клініка біологічної медицини ""АНГЕЛІКА""","FALSE","70","FALSE","8260","1476735792797","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Наталія Мирославівна","дружина"
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1","Товариство з обмеженою відповідальністю","347452374","244",NA,"1476619376119","LIG Energy Holding AG","ЛІГ ЕНЕРДЖІ ХОЛДІНГ АГ","FALSE","100","FALSE","844243","1476619376119","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Ярослав Васильович",NA
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1","Товариство з обмеженою відповідальністю","31694938","1",NA,"1476529757648","","Товариство з обмеженою відповідальністю ""Науково-виробниче підприємство ""Колійні ремонтні технології""","FALSE","50","FALSE","5900","1476529757648","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Ярослав Васильович",NA
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1","Товариство з обмеженою відповідальністю","23969695","1",NA,"1476530864079","","Виробниче підприємство ""Гарант-Львів"" у формі Товариства з обмеженою відповідальністю","FALSE","25","FALSE","2344","1476530864079","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Ярослав Васильович",NA
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1476254524338","Товариство з обмеженою відповідальністю","38665772","1",NA,"1476736064909","","Товариство з обмеженою відповідальністю ТЦ ""Роксолана""","FALSE","50","FALSE","500","1476736064909","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Наталія Мирославівна","дружина"
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1476254524338","Товариство з обмеженою відповідальністю","35653675","1",NA,"1476736243384","","Товариство з обмеженою відповідальністю ""Мисливське господарство ""ЗУБР""","FALSE","50","FALSE","1000000","1476736243384","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Наталія Мирославівна","дружина"
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1","Товариство з обмеженою відповідальністю","34263418","1",NA,"1477648886255","","Товариство з обмеженою відповідальністю ""Фінансова компанія"" Енергія-Інвест""","FALSE","0.03","FALSE","3500","1477648886255","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Ярослав Васильович",NA
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1","Товариство з обмеженою відповідальністю","20789952","1",NA,"1476530260736","","Товариство з обмеженою відповідальністю ""Агропромислове підприємство ""Львівське""","FALSE","50","FALSE","15000","1476530260736","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Ярослав Васильович",NA
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","1476254524338","Товариство з обмеженою відповідальністю","13820029","1",NA,"1486129103727","","Товариство з обмеженою відповідальністю НВП ""Корпорація КРТ""","FALSE","50","FALSE","500000","1486129103727","Власність","",NA,NA,NA,NA,NA,NA,NA,"Дубневич Наталія Мирославівна","дружина"
