"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_ukr_fullname","emitent_ua_firstname","emitent_type","emitent_ua_lastname","emitent_eng_company_address","emitent","emitent_ukr_company_address","amount","subTypeProperty1","person","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","emitent_eng_fullname","cost","emitent_eng_company_name","otherObjectType","subTypeProperty2","emitent_eng_company_code","dnt_amount_hidden","emitent_ua_company_code","owningDate","emitent_eng_sameRegLivingAddress","iteration","emitent_ua_middlename","emitent_ua_company_name","dnt_cost_hidden","typeProperty","object_id","ownershipType","otherOwnership","percent.ownership","emitent_eng_lastname","emitent_eng_middlename","emitent_eng_firstname","subTypeProperty","emitent_ukr_lastname","emitent_ukr_middlename","emitent_ukr_firstname","emitent_ua_company_code_extendedstatus","amount_extendedstatus","cost_extendedstatus","owningDate_extendedstatus","emitent_ukr_company_address_extendedstatus","emitent_extendedstatus","emitent_eng_company_address_extendedstatus","emitent_eng_company_code_extendedstatus","declarant","subjectRelation"
"Деркач Андрій Леонідович","Верховна Рада України","Народний депутат України","nacp_210bc104-c251-4ec7-a281-a41226f07c65","Деркач","FALSE","Леонідович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_210bc104-c251-4ec7-a281-a41226f07c65","Андрій","","","!немає даних","",NA,"",NA,"0","","1477128985030","","","","0","","","Іпотечні сертифікати",NA,"TRUE",NA,NA,"","1477743836603","","","TRUE","Іпотечні цінні папери","1477743836603","!немає даних","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3",NA,"3",NA,NA,"Терехова Оксана Володимирівна","дружина"
"Деркач Андрій Леонідович","Верховна Рада України","Народний депутат України","nacp_210bc104-c251-4ec7-a281-a41226f07c65","Деркач","FALSE","Леонідович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_210bc104-c251-4ec7-a281-a41226f07c65","Андрій","","","!немає даних","",NA,"",NA,"0","Векселі","1477128985030","","","","0","","","",NA,"TRUE",NA,NA,"","1477743597229","","","TRUE","Боргові цінні папери","1477743597229","!немає даних","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3",NA,"3",NA,NA,"Терехова Оксана Володимирівна","дружина"
"Деркач Андрій Леонідович","Верховна Рада України","Народний депутат України","nacp_210bc104-c251-4ec7-a281-a41226f07c65","Деркач","FALSE","Леонідович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_210bc104-c251-4ec7-a281-a41226f07c65","Андрій","","","!немає даних","",NA,"",NA,"0","","1477128985030","","","","0","","","",NA,"TRUE",NA,NA,"","1477744042969","","","TRUE","Товаророзпорядчі цінні папери","1477744042969","!немає даних","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3",NA,"3",NA,NA,"Терехова Оксана Володимирівна","дружина"
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","","","Юридична особа, зареєстрована в Україні","","","j","","19578","","1","","","","19578000","","","","","FALSE","",2012-12-31,"","1477678162985","","Пайовий венчурний недиверсифікований закритий інвестиційний фонд ""Титул"" (не є юридичною особою)","FALSE","Інвестиційні сертифікати","1477678162985","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"Добкін Дмитро Маркович",NA
"Добкін Дмитро Маркович","Верховна Рада України","Народний депутат України","nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Добкін","TRUE","Маркович",2018-04-03,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_88456ce7-5cb2-4c9d-8243-7d71c9a67005","Дмитро","","","Юридична особа, зареєстрована в Україні","","","j","","20936626","","1477669045679","","","","5234157","","","","","FALSE","00851376",2017-12-20,"","1520945734485","","ПрАТ ""Володимир-Волинська птахофабрика""","FALSE","Акції","1520945734485","Спільна власність","",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Добкіна Олена Михайлівна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","","","Юридична особа, зареєстрована в Україні","","","j","","100","","1477497643167","","","","171000","","","","","FALSE","14059592",2011-06-16,"","1477505313076","","ПРАТ ""РТМК ""Тонис-центр""","FALSE","Акції","1477505313076","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добкін Михайло Маркович","Верховна Рада України","Народний депутат України","nacp_249ebce8-c162-4980-91c8-af01a0934566","Добкін","FALSE","Маркович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_249ebce8-c162-4980-91c8-af01a0934566","Михайло","","","Юридична особа, зареєстрована в Україні","","","j","","20936626","","1477497643167","","","","5234157","","","","","FALSE","00851376",2017-11-27,"","1517230393520","","ПрАТ ""ВОЛОДИМИР-ВОЛИНСЬКА ПТАХОФАБРИКА""","FALSE","Акції","1517230393520","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Добкіна Алла Миколаївна","дружина"
"Добродомов Дмитро Євгенович","Верховна Рада України","народний депутат України","nacp_afc7763a-0b9d-45d0-acf6-65d77e60246b","Добродомов","FALSE","Євгенович",2018-03-13,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_afc7763a-0b9d-45d0-acf6-65d77e60246b","Дмитро","","","Юридична особа, зареєстрована в Україні","","","j","","5970","","1","","","","1492.5","","","","","FALSE","01882373",1997-02-25,"",NA,"","ПАТ ""Львівметал""","FALSE","Акції","1477488498931","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Добродомов Дмитро Євгенович",NA
"Довбенко Михайло Володимирович","Верховна Рада України","Народний депутат України, Перший заступник Голови Комітету з питань фінансової політики і банківської діяльності","nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Довбенко","FALSE","Володимирович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Михайло","","","Юридична особа, зареєстрована в Україні","","","j","","1117282","","1475848043207","","","","11172.82","","","","","FALSE","09807862",2015-06-18,"",NA,"","ПАТ ""КРЕДОБАНК""","FALSE","Акції","1477056929830","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Довбенко Тетяна Володимирівна","дружина"
"Довбенко Михайло Володимирович","Верховна Рада України","Народний депутат України, Перший заступник Голови Комітету з питань фінансової політики і банківської діяльності","nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Довбенко","FALSE","Володимирович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_1ffd57da-5f2a-4f41-9182-4723c4f5969f","Михайло","","","Юридична особа, зареєстрована в Україні","","","j","","75993","","1475848043207","","","","759.93","","","","","FALSE","09807862",2002-05-24,"",NA,"","ПАТ ""КРЕДОБАНК""","FALSE","Акції","1477055236122","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Довбенко Тетяна Володимирівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","","","Юридична особа, зареєстрована в Україні","","","j","","117058","","1476525104876","","","","1170580","","","","","FALSE","03585024",2016-12-28,"","1476699183914","","Приватне акціонерне товариство ""Самбірський керамзитовий завод""","FALSE","Акції","1476699183914","Спільна власність","",40.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Богдан Васильович","Верховна Рада України","Народний депутат України","nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_fd9af232-d7a2-4fc6-b2a8-e61067c6f823","Богдан","","","Юридична особа, зареєстрована в Україні","","","j","","935338","","1476525104876","","","","280601","","","","","FALSE","05505696",2016-12-20,"","1477037260711","","ПАТ ""РЗНЗБК""","FALSE","Акції","1477037260711","Спільна власність","",49.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Дубневич Тетяна Іванівна","дружина"
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","","","Юридична особа, зареєстрована в Україні","",NA,"j",NA,"149968","","1476254524338","","","","1499680","","","","","FALSE","03585024",2016-12-28,"","1476711490786","","ПрАТ ""Самбірський керамзитовий завод""","FALSE","Акції","1476711490786","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Дубневич Наталія Мирославівна","дружина"
"Дубневич Ярослав Васильович","Верховна рада України","народний депутат України","nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Дубневич","FALSE","Васильович",2018-03-27,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ac3c237-a0cf-4208-9f07-d4d3fe6ef2bb","Ярослав","","","Юридична особа, зареєстрована в Україні","","","j","","935338","","1","","","","280601","","","","","FALSE","05505696",2016-12-20,"","1476712294498","","ПАТ ""РЗНЗБК""","FALSE","Акції","1476712294498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Дубневич Ярослав Васильович",NA
"Євлахов Анатолій Сергійович","Верховна Рада України","народний депутат України","nacp_e62c42c3-4e36-4e36-9358-c6806b734e0e","Євлахов","FALSE","Сергійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e62c42c3-4e36-4e36-9358-c6806b734e0e","Анатолій",NA,"","Юридична особа, зареєстрована в Україні","","","j","","56000",NA,"1475566400760","","",NA,"448000","","",NA,"","FALSE","00278876",2015-06-16,"",NA,"","Публічне акціонерне товариство ""Слов'янські шпалери - КФТП""","FALSE","Акції","1476903831373","Власність","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"Бондар Олена Анатоліївна","дружина"
"Євлахов Анатолій Сергійович","Верховна Рада України","народний депутат України","nacp_e62c42c3-4e36-4e36-9358-c6806b734e0e","Євлахов","FALSE","Сергійович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_e62c42c3-4e36-4e36-9358-c6806b734e0e","Анатолій","","","Юридична особа, зареєстрована в Україні","","","j","","210763","","1475566400760","","","","1686104","","","","","FALSE","00278876",2015-01-21,"","1476702425517","","Публічне акціонерне товариство ""Слов'янські шпалери - КФТП""","FALSE","Акції","1476702425517","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Бондар Олена Анатоліївна","дружина"
"Єфімов Максим Вікторович","Верховна Рада","Народний депутат України","nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Єфімов","FALSE","Вікторович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Максим","","","Юридична особа, зареєстрована в Україні","","","j","","10","","1","","","","3","","","","","FALSE","03113905",2003-11-30,"",NA,"","ПрАТ ""Краматорське автотранспортне підприємство 11410""","FALSE","Акції","1476967897222","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфімов Максим Вікторович",NA
"Єфімов Максим Вікторович","Верховна Рада","Народний депутат України","nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Єфімов","FALSE","Вікторович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Максим","","","Юридична особа, зареєстрована в Україні","","","j","","60","","1","","","","15","","","","","FALSE","00210602",2005-12-19,"",NA,"","ПАТ ""Енергомашспецсталь""","FALSE","Акції","1476968158990","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфімов Максим Вікторович",NA
"Єфімов Максим Вікторович","Верховна Рада","Народний депутат України","nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Єфімов","FALSE","Вікторович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Максим","","","Юридична особа, зареєстрована в Україні","","","j","","29080","","1","","","","40712","","","","","FALSE","05763642",2004-11-16,"","1476968397317","","ПАТ ""Старокраматорський машинобудівний завод""","FALSE","Акції","1476968397317","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфімов Максим Вікторович",NA
"Єфімов Максим Вікторович","Верховна Рада","Народний депутат України","nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Єфімов","FALSE","Вікторович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_2a4fe4ac-3364-4702-b7f3-0fcac4eb1719","Максим","","","Юридична особа, зареєстрована в Україні","","","j","","829740","","1","","","","207435","","","","","FALSE","01558804",2011-03-16,"","1476965935540","","ПрАТ ""Урожай""","FALSE","Акції","1476965935540","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Єфімов Максим Вікторович",NA
"Жеваго Костянтин Валентинович","Верховна Рада Укрвїни","Народний депутат України","nacp_3b8df879-d123-414d-b89f-0a29030c6aa2","Жеваго","FALSE","Валентинович",2018-04-01,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3b8df879-d123-414d-b89f-0a29030c6aa2","Костянтин","","","Юридична особа, зареєстрована за кордоном","","Singapore United Kingdom","j","Сінгапур Великобританія","231400000","","1","Мінко Траст опосередковано Феррекспо","","","7230000","Minco Trust indirectly Ferrexpo plc","","","","FALSE","",2007-04-19,"","1522510407646","","","FALSE","Акції","1522510407646","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Жеваго Костянтин Валентинович",NA
"Звягільський Юхим Леонідович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань паливно-енергетичного комплексу, ядерної політики та ядерної безпеки","nacp_f34bd828-73dc-4e0a-ae13-02fe6ac9e7aa","Звягільський","FALSE","Леонідович",2018-03-28,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_f34bd828-73dc-4e0a-ae13-02fe6ac9e7aa","Юхим","","","Юридична особа, зареєстрована в Україні","","","j","","18039","","1","","","","180390","","","","","FALSE","00039002",1992-03-17,"","1476861021906","","ПАТ""Промінвестбанк""","FALSE","Акції","1476861021906","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Звягільський Юхим Леонідович",NA
"Зубик Володимир Володимирович","Верховна Рада України","Народний депутат України","nacp_426e307e-8117-44a6-a1cd-b80a3757c364","Зубик","TRUE","Володимирович",2018-03-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_426e307e-8117-44a6-a1cd-b80a3757c364","Володимир","","","Юридична особа, зареєстрована в Україні","","","j","","673","Державні облігації України","1","","","","27945","","","","","FALSE","00013480",2017-12-27,"","1519809635551","","Міністерство фінансів України","FALSE","Боргові цінні папери","1519809635551","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Зубик Володимир Володимирович",NA
"Зубик Володимир Володимирович","Верховна Рада України","Народний депутат України","nacp_426e307e-8117-44a6-a1cd-b80a3757c364","Зубик","TRUE","Володимирович",2018-03-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_426e307e-8117-44a6-a1cd-b80a3757c364","Володимир","","","Юридична особа, зареєстрована за кордоном","","Themistoki Dervi 3, JULIA HOUSE, 1066, Nicosia, Cyprus","j","3 Фемістоклі Дерві, Джулія Хаус, 1066, Нікосія, Кіпр","2000","","1","Алінеско Лімітед","","","33","ALINESCO LIMITED","","","HE366605","FALSE","",2017-12-28,"","1519745852997","","","FALSE","Акції","1519745852997","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Зубик Володимир Володимирович",NA
"Зубик Володимир Володимирович","Верховна Рада України","Народний депутат України","nacp_426e307e-8117-44a6-a1cd-b80a3757c364","Зубик","TRUE","Володимирович",2018-03-07,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_426e307e-8117-44a6-a1cd-b80a3757c364","Володимир","","","Юридична особа, зареєстрована в Україні","","","j","","4300","Державні облігації України","1","","","","1000","","","","","FALSE","00013480",2017-12-27,"","1519807098291","","Міністерство фінансів України","FALSE","Боргові цінні папери","1519807098291","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Зубик Володимир Володимирович",NA
"Івахів Степан Петрович","Верховна Рада України","Народний депутат України","nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","Івахів","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","Степан","","","Юридична особа, зареєстрована в Україні","","","j","","116500","","1","","","","116500000","","","","","FALSE","33695095",2016-06-22,"","1477641510636","","ПАТ ""Банк інвестицій та заощаджень""","FALSE","Акції","1477641510636","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івахів Степан Петрович",NA
"Івахів Степан Петрович","Верховна Рада України","Народний депутат України","nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","Івахів","FALSE","Петрович",2018-03-31,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_5ea6c75c-cb9a-422e-8e10-e63cd594bd14","Степан","","","Юридична особа, зареєстрована за кордоном","","19, Waterfront Drive, P.O. Box 35406, Road Town, Tortola VG 1110, British Virgin Islands","j","19, Ватерфронт Драйв А/С 35406 Роад Таун, Тортола ВГ 1110, Британські Віргінські Острови","1000","","1","КАФФРІ АССЕТ ХОЛДІНГС ЛІМІТЕД","","","7993","KUFFRY ASSET HOLDINGS LIMITED","","","17777349","FALSE","",2013-11-28,"","1477639799488","","","FALSE","Акції","1477639799488","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Івахів Степан Петрович",NA
"Іонова Марія Миколаївна","Верховна Рада України","Народний депутат України","nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Іонова","FALSE","Миколаївна",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_3fccd84f-93a4-4cdf-83b3-c105c6ed0318","Марія","","","Юридична особа, зареєстрована за кордоном","","2000 L Street, NW Washington DC , 20036","j","2000 Л Стріт, Північно-Західний , Вашингтон, 20036","0","","1477485871786","ПіБіеН Холдінг США","","","1403360","PBN Holdings USA","","","32-0248928","TRUE","",2012-01-17,"","1477647488295","","","FALSE","Акції","1477647488295","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"Василик Мирон Теодорович","чоловік"
"Кацер - Бучковська Наталія Володимирівна","Верховна рада України ","Народний депутат України ","nacp_19e3da1d-9028-4d8a-b64e-8c10bdbf3719","Кацер - Бучковська","FALSE","Володимирівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_19e3da1d-9028-4d8a-b64e-8c10bdbf3719","Наталія","","","Юридична особа, зареєстрована в Україні","","","j","","857","","1","","","","214","","","","","FALSE","00165669",2010-10-28,"","1490359199999","","ПАТ ""Дружківський машзавод""","FALSE","Акції","1490359199999","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"Кацер - Бучковська Наталія Володимирівна",NA
"Кацер - Бучковська Наталія Володимирівна","Верховна рада України ","Народний депутат України ","nacp_19e3da1d-9028-4d8a-b64e-8c10bdbf3719","Кацер - Бучковська","FALSE","Володимирівна",2018-03-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_19e3da1d-9028-4d8a-b64e-8c10bdbf3719","Наталія","","","Юридична особа, зареєстрована в Україні","","","j","","34","","1490351785932","","","","9","","","","","FALSE","00135390",2016-12-10,"","1490359614288","","ПАТ ""Укрнафта""","FALSE","Акції","1490359614288","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,"Кацер  Юрій Ігорович","чоловік"
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","","","Юридична особа, зареєстрована в Україні","","","j","","27300","","1","","","","273000","","","","","FALSE","20974448",2007-09-07,"","1485852191110","","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ІНВЕСТИЦІЙНА КОМПАНІЯ ""ПРИМОР'Є-ІНВЕСТ""","FALSE","Акції","1485852191110","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","","","Юридична особа, зареєстрована в Україні","","","j","","200","","1","","","","50","","","","","FALSE","34221158",2014-06-24,"","1485852525228","","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ЧОРНОМОРСЬКА ТРАНСПОРТНА КОМПАНІЯ""","FALSE","Акції","1485852525228","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","","","Юридична особа, зареєстрована в Україні","","","j","","5297999","","1","","","","529799900","","","","","FALSE","20971504",2014-06-24,"","1485851269141","","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ІМЕКСБАНК""","FALSE","Акції","1485851269141","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","","","Юридична особа, зареєстрована в Україні","","","j","","179184","","1","","","","179184000","","","","","FALSE","22449841",2012-08-22,"","1485854186399","","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ФУТБОЛЬНИЙ КЛУБ ""ЧОРНОМОРЕЦЬ""","FALSE","Акції","1485854186399","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","","","Юридична особа, зареєстрована в Україні","","","j","","869","","1","","","","27518443","","","","","FALSE","20976482",2008-10-16,"","1485853235286","","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""СТРАХОВА КОМПАНІЯ ""ПРИМОР'Є""","FALSE","Акції","1485853235286","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","","","Юридична особа, зареєстрована в Україні","","","j","","40900","","1485266227415","","","","409000","","","","","FALSE","20974448",2009-03-20,"","1485855850540","","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ІНВЕСТИЦІЙНА КОМПАНІЯ ""ПРИМОР'Є-ІНВЕСТ""","FALSE","Акції","1485855850540","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Клімова  Тетяна Юріївна","дружина"
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","","","Юридична особа, зареєстрована в Україні","","","j","","8200","","1","","","","8200000","","","","","FALSE","35819643",2014-10-31,"","1485855641320","","ТОВ ""Компанія з управління активами ""Чорноморець-Капітал"", ПВНЗІФ ""Ліга Капітал""","FALSE","Інвестиційні сертифікати","1485855641320","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
"Клімов Леонід Михайлович","Верховна Рада України","Народний депутат України","nacp_069e37ec-bcf5-4857-988c-26284e70a477","Клімов","FALSE","Михайлович",2018-03-12,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_069e37ec-bcf5-4857-988c-26284e70a477","Леонід","","","Юридична особа, зареєстрована в Україні","","","j","","933000","","1","","","","233250","","","","","FALSE","01374582",2003-09-30,"","1485853881693","","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ІЛЛІЧІВСЬКИЙ ЗАВОД ЗБК""","FALSE","Акції","1485853881693","Власність","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Клімов Леонід Михайлович",NA
